,University,Course ID,Course Title,Upper Div,Skills
345,Riverside,CS 169,Mobile Wireless Networks,True,"['wireless', 'wlan', 'protocols', 'tcp', 'mobile', 'network', 'cellular', 'routing', 'networks', 'mac']"
346,Riverside,CS 170,Introduction to Artificial Intelligence,True,"['constraint', 'heuristic', 'planning', 'discretevalued', 'search', 'inference', 'logical', 'intelligence', 'problems', 'artificial']"
347,Riverside,CS 171/EE 142,Introduction to Machine Learning and Data Mining    ,True,"['classification', 'clustering', 'supervised', 'regression', 'data', 'learning', 'rule', 'mining', 'function', 'formalisms']"
348,Riverside,CS 172,Introduction to Information Retrieval,True,"['retrieval', 'indexing', 'ranking', 'searching', 'search', 'evaluation', 'grading', 'ir', 'web', 'document']"
349,Riverside,CS 173,Introduction to NLP,True,"['nlp', 'parsing', 'tagging', 'coreference', 'processing', 'speech', 'algorithms', 'entity', 'approaches', 'language']"
350,Riverside,CS 175,Entrepreneurship in Computing,True,"['technological', 'technology', 'technical', 'developing', 'software', 'companies', 'requirements', 'business', 'introduces', 'create']"
351,Riverside,CS 178A,Project Sequence in CSE,True,"['graded', '178b', 'final', '178a', 'progress', 'hardware', 'technology', '179', 'applied', 'letter']"
352,Riverside,CS 178B,Project Sequence in CSE,True,"['technology', 'hardware', 'devices', 'software', 'ethical', 'systems', 'teams', 'responsibilities', 'document', 'environment']"
353,Riverside,CS 179F,Project in Computer Science - Operating Systems,True,"['160', 'systems', 'documentation', 'system', 'operating', 'recommended', 'technology', 'implementation', 'environment', 'society']"
354,Riverside,CS 179G,Project in Computer Science - Database Systems,True,"['database', 'documentation', 'implementation', 'planning', 'system', 'technology', 'responsibilities', 'incorporates', 'environment', 'testing']"
355,Riverside,CS 179I,Project in Computer Science: Networks,True,"['network', 'technology', 'documentation', 'system', 'planning', 'implementation', 'responsibilities', 'incorporates', 'global', 'society']"
356,Riverside,CS 179J,Project in Computer Science: Computer Architecture and Embedded Systems,True,"['architecture', 'embedded', 'systems', 'technology', 'system', 'implementation', 'documentation', 'environment', 'incorporates', 'planning']"
357,Riverside,CS 179M, Project in Computer Science: Artificial Intelligence,True,"['intelligence', 'technology', 'planning', 'artificial', 'implementation', 'documentation', 'system', 'responsibilities', 'ethical', 'environment']"
358,Riverside,CS 179N,Project in Computer Science - Graphics and Electronic Games,True,"['graphics', 'game', 'planning', 'technology', 'documentation', 'responsibilities', 'system', 'global', 'environment', 'implementation']"
359,Riverside,CS 180,Introduction to Software Engineering,True,"['software', 'reengineering', 'engineering', 'debugging', 'specification', 'development', 'implementation', 'maintenance', 'systems', 'requirements']"
360,Riverside,CS 181,Principles of Programming Languages,True,"['programming', 'implementations', 'languages', 'language', 'features', 'comparison', 'their', 'covers', 'and', 'of']"
361,Riverside,CS 182,Software Testing and Verification ,True,"['testing', 'reliability', 'software', 'quality', 'assess', 'artifacts', 'performance', 'verification', 'modern', 'box']"
362,Riverside,CS 183,UNIX System Administration,True,"['unix', 'operating', 'administration', 'system', 'managing', 'technical', 'advanced', 'installation', 'networking', 'communications']"
363,Riverside,CS 189,Apprentice Tutoring (1 unit)    ,True,"['tutoring', 'graded', 'learning', 'satisfactory', 'effective', 'leading', 'nc', 'aids', 'science', 'mindset']"
364,SD,CSE 3, Fluency in Information Technology,False,"['technology', 'information', 'basic', 'introduces', 'use', 'networks', 'necessary', 'practical', 'effectively', 'and']"
365,SD,CSE 4GS, Mathematical Beauty in Rome,False,"['architecture', 'basilica', 'rome', 'mathematics', 'structures', 'arches', 'geometrical', 'colosseum', 'modeling', 'pantheon']"
366,SD,CSE 6GS, Mathematical Beauty in Rome Lab,False,"['cse', 'projects', 'structure', 'rome', 'theory', 'model', 'students', 'complex', 'lab', 'colosseum']"
367,SD,CSE 6R, Introduction to Computer Science and Object-Oriented Programming: Python,False,"['programming', 'python', 'cse', 'basic', 'algebra', 'students', 'recursion', 'complexity', 'class', 'school']"
368,SD,CSE 8A, Introduction to Programming and Computational Problem-Solving I,False,"['cse', 'programming', 'introductory', 'computational', 'students', 'basics', 'computers', '8b', 'lists', 'compiling']"
369,SD,CSE 8B, Introduction to Programming and Computational Problem-Solving II,False,"['cse', 'java', 'programming', 'introductory', 'basic', 'basics', 'class', 'students', 'development', 'web']"
370,SD,CSE 11, Introduction to Programming and Computational Problem-Solving: Accelerated Pace,False,"['cse', 'programming', 'introductory', 'java', 'basics', 'basic', 'students', 'recursion', 'web', 'hierarchies']"
371,SD,CSE 12, Basic Data Structures and Object-Oriented Design,False,"['java', 'implementation', 'lists', 'structures', 'collections', 'binary', 'stacks', 'tables', 'data', 'encapsulation']"
372,SD,CSE 15L, Software Tools and Techniques Laboratory,False,"['debugging', 'software', 'development', 'laboratory', 'notebooking', 'scientific', 'experiences', 'investigation', 'hands', 'exploration']"
373,SD,CSE 20, Discrete Mathematics,False,"['cse', 'computation', 'logic', 'math', 'program', 'propositional', 'predicate', 'databases', 'students', 'cryptography']"
374,SD,CSE 21, Mathematics for Algorithms and Systems,False,"['algorithms', 'graphs', 'mathematical', 'counting', 'permutations', 'classes', 'recursive', 'systems', 'applications', 'graph']"
375,SD,CSE 29, Systems Programming and Software Tools,False,"['programming', 'unix', 'compilers', 'programmer', 'program', 'software', 'valgrind', 'executes', 'gdb', 'systems']"
376,SD,CSE 30, Computer Organization,False,"['programming', 'processors', 'computers', 'processor', 'assembly', 'basic', 'students', 'hierarchy', 'digital', 'executing']"
377,SD,CSE 42, Building and Programming Electronic Devices,False,"['programming', 'program', 'students', 'arduino', 'engineering', 'computers', 'introductory', 'class', 'devices', 'device']"
378,SD,CSE 86, C++ for Java Programmers,False,"['java', 'programming', 'programmer', 'pointers', 'preprocessor', 'runtime', 'templates', 'environment', 'stl', 'operator']"
379,SD,CSE 87, First-year Student Seminar,False,"['seminar', 'seminars', 'students', 'undergraduate', 'enrollment', 'campus', 'colleges', 'year', 'program', 'first']"
380,SD,CSE 89, Introduction to Computer Science and Engineering Seminar,False,"['cse', 'seminar', 'program', 'resources', 'developments', 'students', 'format', 'introduces', 'discussion', 'future']"
381,SD,CSE 90, Undergraduate Seminar,False,"['seminar', 'topic', 'engineering', 'students', 'research', 'specialized', 'interest', 'science', 'present', 'providing']"
382,SD,CSE 91, Perspectives in Computer Science and Engineering,False,"['cse', 'seminar', 'format', 'developments', 'discussion', 'science', 'future', 'relation', 'concentrating', 'areas']"
383,SD,CSE 95, Tutor Apprenticeship,False,"['tutors', 'tutor', 'cse', 'mentoring', 'students', 'training', 'assigned', 'application', 'develop', 'appointment']"
384,SD,CSE 99, Independent Study in Computer Science and Engineering,False,"['reading', 'research', 'independent', 'arrangement', 'special', 'by', 'member', 'with', 'or']"
385,SD,CSE 100, Advanced Data Structures,True,"['algorithms', 'implementation', 'programming', 'pointers', 'structures', 'performance', 'data', 'tables', 'queues', 'memory']"
386,SD,CSE 100R, Advanced Data Structures,True,"['algorithms', 'implementation', 'structures', 'pointers', 'performance', 'queues', 'data', 'memory', 'tables', 'trees']"
387,SD,CSE 101, Design and Analysis of Algorithms,True,"['algorithms', 'complexity', 'sorting', 'searching', 'matching', 'graph', 'efficient', 'nonnumerical', 'pattern', 'analysis']"
388,SD,CSE 103, A Practical Introduction to Probability and Statistics,True,"['classifiers', 'distributions', 'bayesian', 'cse', 'learning', 'estimation', 'likelihood', 'ece', 'math', 'hypothesis']"
389,SD,CSE 105, Theory of Computability,True,"['computability', 'computable', 'automata', 'turing', 'undecidability', 'mathematical', 'languages', 'halting', 'formal', 'recursive']"
390,SD,CSE 106, Discrete and Continuous Optimization,True,"['optimization', 'optimize', 'constraints', 'algorithmic', 'multipliers', 'convex', 'engineering', 'paths', 'programming', 'shortest']"
391,SD,CSE 107, Introduction to Modern Cryptography,True,"['cryptography', 'encryption', 'ciphers', 'protocols', 'protocol', 'security', 'authentication', 'proofs', 'certification', 'private']"
392,SD,CSE 109, Introduction to Programming Contests,True,"['contests', 'contest', 'algorithms', 'programming', 'icpc', 'computational', 'combinatorial', 'combinatorics', 'complexity', 'classes']"
393,SD,CSE 110, Software Engineering,True,"['agile', 'development', 'software', 'ide', 'specification', 'implementation', 'testing', 'engineering', 'team', 'test']"
394,SD,CSE 112, Advanced Software Engineering,True,"['engineering', 'software', 'requirements', 'development', 'maintenance', 'environments', 'systems', 'specifications', 'automated', 'testing']"
395,SD,CSE 118, Ubiquitous Computing,True,"['projects', 'sensors', 'devices', 'project', 'software', 'teamwork', 'research', 'computing', 'networked', 'teams']"
396,SD,CSE 120, Operating Systems Principles,True,"['operating', 'cse', 'synchronization', 'systems', 'memory', 'scheduling', 'protection', 'file', 'virtual', 'management']"
397,SD,CSE 121, Real-World Operating Systems,True,"['os', 'programming', 'architecture', 'operating', 'implementation', 'code', 'systems', 'system', 'technologies', 'language']"
398,SD,CSE 122, Wireless Networks,True,"['wireless', 'technologies', 'cse', 'engineering', '222c', 'software', 'application', 'network', 'code', 'compilation']"
399,SD,CSE 123, Computer Networks,True,"['protocols', 'internetworking', 'internet', 'cse', 'networks', 'communication', 'ece', 'layers', 'congestion', 'routing']"
400,SD,CSE 124, Networked Services,True,"['cse', 'tcp', 'ece', 'networked', 'protocol', 'protocols', '158b', '123b', 'enterprise', 'architecture']"
401,SD,CSE 125, Software System Design and Implementation,True,"['cse', 'software', 'curriculum', 'systems', 'system', 'project', 'implementation', 'interaction', 'complex', 'multiple']"
402,SD,CSE 127, Introduction to Computer Security,True,"['security', 'cryptography', 'exploits', 'basic', 'systems', 'attack', 'class', 'auditing', 'models', 'theory']"
403,SD,CSE 130, Programming Languages: Principles and Paradigms,True,"['programming', 'languages', 'language', 'cse', 'paradigms', 'prolog', 'pascal', 'ada', 'studied', 'analysis']"
404,SD,CSE 131, Compiler Construction,True,"['compiler', 'cse', 'programming', 'compilation', 'syntax', 'code', 'languages', '131b', '131', '131a']"
405,SD,CSE 132A, Database System Principles,True,"['databases', 'database', 'schema', 'relational', 'data', 'basic', 'systems', 'modeling', 'concurrency', 'advanced']"
406,SD,CSE 132B, Database Systems Applications,True,"['databases', 'datablades', 'index', 'transactions', 'trigger', 'performance', 'structures', 'organization', 'facilities', 'measuring']"
407,SD,CSE 132C, Database System Implementation,True,"['rdbms', 'database', 'rdbmss', 'relational', 'programming', 'implementations', 'storage', 'buffer', 'processing', 'indexing']"
408,SD,CSE 134B, Web Client Languages,True,"['java', 'web', 'interactive', 'clients', 'applications', 'implementation', 'helper', 'language', 'world', 'using']"
409,SD,CSE 135, Online Database Analytics Applications,True,"['analytics', 'database', 'sql', 'data', 'cube', 'querying', 'applications', 'programming', 'warehouse', 'visualizations']"
410,SD,CSE 136, Enterprise-Class Web Applications,True,"['applications', 'application', 'software', 'web', 'modeling', 'implementation', 'server', 'j2ee', 'functionality', 'model']"
411,SD,CSE 140, Components and Design Techniques for Digital Systems,True,"['boolean', 'machines', 'combinational', 'logic', 'modules', 'multilevel', 'modular', 'synthesis', 'sequential', 'forms']"
412,SD,CSE 140L, Digital Systems Laboratory,True,"['hardware', 'synthesis', 'minimization', 'combinational', 'digital', 'logic', 'system', 'implementation', 'machine', 'construction']"
413,SD,CSE 141, Introduction to Computer Architecture,True,"['cse', 'processor', 'architecture', 'systems', 'system', '141', 'memory', '142', 'units', 'offered']"
414,SD,CSE 141L, Project in Computer Architecture,True,"['architecture', 'instruction', 'students', 'systems', 'memory', 'hands', 'project', 'control', 'familiarize', 'set']"
415,SD,CSE 142, Introduction to Computer Architecture: A Software Perspective,True,"['processors', 'processor', 'compiler', 'cpus', 'x86', 'cse', 'programming', 'core', 'instruction', 'performance']"
416,SD,CSE 142L, Software Project for Computer Architecture,True,"['cpus', 'performance', 'efficiency', 'modern', 'using', 'features', 'experience', 'provides', 'this', 'in']"
417,SD,CSE 143, Microelectronic System Design,True,"['vlsi', 'hardware', 'subsystem', 'technologies', 'project', 'synthesis', 'system', 'clocking', 'circuit', 'description']"
418,SD,CSE 145, Embedded Systems Design Project,True,"['prototyping', 'hardware', 'embedded', 'computing', 'software', 'cse', 'project', 'technical', 'builds', 'system']"
419,SD,CSE 147, Introduction to Embedded Systems,True,"['hardware', 'embedded', 'architecture', 'processors', 'software', 'systems', 'basic', 'projects', 'class', 'modeling']"
420,SD,CSE 148, Advanced Processor Architecture Design Project,True,"['hardware', 'programmable', 'processor', 'architectural', 'features', 'implemented', 'pipelining', 'designs', 'execution', 'devices']"
421,SD,CSE 150A, Introduction to Artificial Intelligence: Probabilistic Reasoning and Decision-Making,True,"['probabilistic', 'bayesian', 'markov', 'robotics', 'models', 'inference', 'uncertainty', 'prediction', 'planning', 'networks']"
422,SD,CSE 150B, Introduction to Artificial Intelligence: Search and Reasoning,True,"['ai', 'algorithms', 'learning', 'search', 'applications', 'reinforcement', 'optimization', 'ideas', 'adversarial', 'practical']"
423,SD,CSE 151A, Machine Learning: Learning Algorithms,True,"['classifiers', 'clustering', 'algorithms', 'supervised', 'learning', 'unsupervised', 'boosting', 'cse', 'perceptrons', 'nearest']"
424,SD,CSE 151B, Deep Learning,True,"['backpropagation', 'learning', 'networks', 'neural', 'lectures', 'perceptrons', 'convolutional', 'python', 'regression', 'cse']"
425,SD,CSE 152A, Introduction to Computer Vision I,True,"['recognition', 'vision', 'images', 'motion', 'detection', 'learning', 'algorithms', 'python', 'image', 'models']"
426,SD,CSE 152B, Introduction to Computer Vision II,True,"['svm', 'classification', 'segmentation', 'vision', 'learning', 'detection', 'industry', 'boosting', 'networks', 'vector']"
427,SD,CSE 156, Statistical Natural Language Processing,True,"['nlp', 'parsing', 'syntactic', 'sentences', 'probabilistic', 'text', 'language', 'statistical', 'classification', 'ai']"
428,SD,CSE 158, Recommender Systems and Web Mining,True,"['analytics', 'predictive', 'data', 'mining', 'learning', 'research', 'world', 'ideas', 'sets', 'systems']"
429,SD,CSE 158R, Recommender Systems and Web Mining,True,"['analytics', 'predictive', 'data', 'mining', 'learning', 'research', 'world', 'ideas', 'sets', 'systems']"
430,SD,CSE 160, Introduction to Parallel Computing,True,"['multithreading', 'parallelism', 'parallel', 'processor', 'synchronization', 'computing', 'performance', 'memory', 'architecture', 'algorithms']"
431,SD,CSE 163, Advanced Computer Graphics,True,"['graphics', 'rendering', 'animation', 'programming', 'modeling', 'areas', 'imaging', 'processing', 'geometric', 'projects']"
432,SD,CSE 165, 3-D User Interaction,True,"['vr', 'displays', 'interfaces', 'interaction', 'applications', 'lectures', 'presentations', 'dimensional', 'interactions', 'devices']"
433,SD,CSE 166, Image Processing,True,"['wavelet', 'segmentation', 'image', 'filter', 'vision', 'enhancement', 'sampling', 'graphics', 'transforms', 'stochastic']"
434,SD,CSE 167, Computer Graphics,True,"['pictorial', 'graphics', 'graphic', 'transformations', 'representation', 'shading', 'curves', 'data', 'surfaces', 'software']"
435,SD,CSE 167R, Computer Graphics,True,"['pictorial', 'graphics', 'graphic', 'transformations', 'representation', 'projection', 'shading', 'surfaces', 'software', 'data']"
436,SD,CSE 168, Computer Graphics II: Rendering,True,"['programming', 'assignments', 'cse', 'graphics', 'rendering', 'programmable', 'algorithms', 'tracing', 'students', 'illumination']"
437,SD,CSE 168R, Computer Graphics II: Rendering,True,"['programming', 'assignments', 'graphics', 'algorithms', 'cse', 'rendering', 'programmable', 'students', 'tracing', 'shading']"
438,SD,CSE 169, Computer Animation,True,"['animation', 'graphics', 'advanced', 'programming', 'kinematics', 'motion', 'algorithms', 'locomotion', 'physically', 'approaches']"
439,SD,CSE 170, Interaction Design,True,"['designing', 'prototyping', 'html', 'implementing', 'software', 'interfaces', 'cse', 'basic', 'introduces', 'students']"
440,SD,CSE 175, Successful Entrepreneurship for Engineers,True,"['entrepreneurs', 'start', 'starting', 'teaching', 'basics', 'business', 'education', 'investor', 'financial', 'learn']"
441,SD,CSE 176A, Health Care Robotics,True,"['robotics', 'robot', 'prototypes', 'clinical', 'clinicians', 'health', 'interactive', 'students', 'engineers', 'develop']"
442,SD,CSE 176E, Robot Systems Design and Implementation,True,"['embedded', 'cse', 'systems', 'electronic', 'pcb', 'system', 'software', '276e', 'development', 'program']"
443,SD,CSE 180, Biology Meets Computing,True,"['bioinformatics', 'python', 'programming', 'cse', 'assessments', 'biological', 'students', 'challenges', 'problems', '180']"
444,SD,CSE 180R, Biology Meets Computing,True,"['bioinformatics', 'python', 'programming', 'cse', 'biological', 'assessments', 'stepik', 'educational', 'platform', 'students']"
445,SD,CSE 181, Molecular Sequence Analysis,True,"['genomics', 'phylogenetic', 'nucleic', 'sequencing', 'dna', 'gene', 'biological', 'alignments', 'algorithms', 'sequences']"
446,SD,CSE 182, Biological Databases,True,"['databases', 'database', 'biological', 'data', 'modeling', 'object', 'implementation', 'topic', 'students', 'features']"
447,SD,CSE 184, Computational Molecular Biology,True,"['proteomics', 'genomics', 'biological', 'classification', 'proteins', 'protein', 'pathways', 'models', 'metabolic', 'gene']"
448,SD,CSE 185, Advanced Bioinformatics Laboratory,True,"['bioinformatics', 'genomics', 'genome', 'proteomics', 'sequencing', 'biological', 'computational', 'database', 'software', 'cse']"
449,SD,CSE 190, Topics in Computer Science and Engineering,True,"['cse', 'engineering', 'interest', 'science', '291', 'coscheduled', 'repeated', 'three', 'in', 'for']"
450,SD,CSE 191, Seminar in CSE,True,"['seminar', 'class', 'students', 'technical', 'elective', 'interest', 'actively', 'current', 'running', 'involved']"
451,SD,CSE 192, Senior Seminar in Computer Science and Engineering,True,"['seminars', 'seminar', 'senior', 'seniors', 'cse', 'students', 'undergraduates', 'enrollment', 'members', 'grades']"
452,SD,CSE 193, Introduction to Computer Science Research,True,"['cse', 'research', 'technical', 'project', 'problem', 'science', 'learning', 'papers', 'participants', 'communication']"
453,SD,CSE 194," Race, Gender, and Computing",True,"['computing', 'cultural', 'technologies', 'technology', 'diversity', 'inclusion', 'social', 'competence', 'students', 'organizations']"
454,SD,CSE 197, Field Study in Computer Science and Engineering,True,"['internships', 'grades', 'site', 'np', 'accompanying', 'full', 'science', 'directed', 'on', 'time']"
455,SD,CSE 197C, Cooperative Practicum in Computer Science and Engineering,True,"['cooperative', 'practicum', 'education', 'site', 'science', 'accompanying', 'on', 'full', 'directed', 'time']"
456,SD,CSE 198, Directed Group Study,True,"['students', 'engineering', 'grades', 'reading', 'science', 'discussion', 'involves', 'supervision', 'np', 'member']"
457,SD,CSE 199, Independent Study for Undergraduates,True,"['reading', 'grades', 'research', 'independent', 'arrangement', 'special', 'np', 'by', 'member', 'with']"
458,SD,CSE 199H, CSE Honors Thesis Research for Undergraduates,True,"['undergraduate', 'cse', 'honors', 'students', 'enroll', 'research', 'completing', 'project', 'letter', 'quarters']"
459,SC,2,Computer Literacy,False,"['programming', 'introductory', 'students', 'experience', 'prior', 'have', 'no', 'who', 'for']"
460,SC,5C,Introduction to Programming in C/C++,False,"['programming', 'introductory', 'engineering', 'school', 'experience', 'prior', 'have', 'of', 'who', 'no']"
461,SC,5J,Introduction to Programming in Java,False,"['programming', 'engineering', 'sintroduction', 'students', 'science', 'experience', 'prior', 'to', 'have', 'or']"
462,SC,5P,Introduction to Programming in Python,False,"['computers', 'theory', 'future', 'science', 'foundations', 'what', 'can', 'now', 'on', 'do']"
463,SC,10,Introduction to Computer Science,False,"['5j', 'scontinuation', 'of']"
464,SC,11,Intermediate Programming,False,"['programming', 'accelerated', 'to']"
465,SC,12A,Introduction to Programming (Accelerated),False,"['algorithms', 'teaches', 'students', 'data', 'structures', 'structure', 'exercises', 'implement', 'progressively', 'each']"
466,SC,12B,Introduction to Data Structures,False,"['laboratory', 'development', 'software', 'sequence', 'training', 'taught', '12a', 'complementing', 'providing', 'in']"
467,SC,12L,Computer Programming Laboratory ,False,"['development', 'software', 'complements', 'competence', '12b', 'languages', 'gaining', 'with', 'number', 'additional']"
468,SC,12M,Data Structures Laboratory ,False,"['programming', 'structures', 'data', 'accelerated', 'and', 'to', 'provides', 'an']"
469,SC,13H,Introduction to Programming and Data Structures (Honors),False,"['programming', 'structures', 'data', 'accelerated', 'practical', 'and', 'provides', 'to', 'of']"
470,SC,13L,Introduction to Programming and Data Structures Laboratory ,False,"['wintroduction', 'game', 'development', 'to']"
471,SC,20,Game Design Experience,False,"['3d', 'graphics', 'theory', 'introduces', 'and', 'of']"
472,SC,25,Introduction to Computer Graphics: 3D Modeling,False,"['calculus', 'matlab', 'plotting', 'visualized', 'differentiation', 'regression', 'integration', 'engineering', 'functions', 'maple']"
473,SC,60M,Scientific Computation with Matlab and Maple,False,"['systems', 'analysis', 'complex', 'problems', 'solving', 'and', 'an', 'as', 'to']"
474,SC,80B,Systems and Simulation,False,"['unix', 'web', 'computing', 'operating', 'internet', 'language', 'system', 'world', 'the', 'to']"
475,SC,80G,Introduction to Unix,False,"['engineering', 'social', 'idea', 'means', 'addressing', 'that', 'the', 'introduces', 'be', 'for']"
476,SC,80J,Technology Targeted at Social Issues,False,"['ssurveys', 'games', 'interactive', 'technology', 'ethics', 'history', 'narrative', 'of', 'and']"
477,SC,80K,Foundations of Interactive Game Design,False,"['innovations', 'social', 'software', 'wemerging', 'with', 'emphasis', 'on']"
478,SC,80S,From Software Innovation to Social Entrepreneurship,False,"['3d', 'interactive', 'web', 'publishing', 'creating', 'content', 'project', 'oriented', 'about', 'on']"
479,SC,80V,Creating Virtual Worlds on the Web,False,"['consultation', 'students', 'sponsor', 'topic', 'group', 'particular', 'small', 'provides', 'means', 'for']"
480,SC,94,Group Tutorial,False,"['consultation', 'students', 'sponsor', 'topic', 'group', 'particular', 'small', 'provides', 'means', 'for']"
481,SC,94F,Group Tutorial ,False,"['petition', 'sponsoring', 'submit', 'students', 'agency', 'to']"
482,SC,99,Tutorial,False,"['petition', 'sponsoring', 'submit', 'students', 'agency', 'to']"
483,SC,99F,Tutorial ,False,"['algorithms', 'abstract', 'types', 'data', 'basic', 'common', 'studies', 'relationships', 'their', 'to']"
484,SC,101,Algorithms and Abstract Data Types,True,"['algorithms', 'smethods', 'systematic', 'mathematical', 'construction', 'analysis', 'and', 'of', 'for', 'the']"
485,SC,102,Introduction to Analysis of Algorithms,True,"['compiler', 'basic', 'fan', 'to', 'used', 'in', 'the']"
486,SC,104A,Fundamentals of Compiler Design I,True,"['compiler', 'implementation', 'advanced', 'of']"
487,SC,104B,Fundamentals of Compiler Design II,True,"['unix', 'programming', 'interprocess', 'systems', 'basic', 'shell', 'system', 'terminal', 'daemons', 'files']"
488,SC,105,Systems Programming,True,"['abstraction', 'software', 'inheritance', 'development', 'polymorphism', 'object', 'oriented', 'data', 'an', 'to']"
489,SC,109,Advanced Programming,True,"['synchronization', 'operating', 'deadlocks', 'systems', 'scheduling', 'storage', 'memory', 'sfundamental', 'allocation', 'management']"
490,SC,111,Introduction to Operating Systems,True,"['wcovers', 'languages', 'programming', 'styles', 'compares', 'philosophy', 'several', 'and']"
491,SC,112,Comparative Programming Languages,True,"['wintroduction', 'concurrent', 'parallel', 'programming', 'to', 'and']"
492,SC,113,Parallel and Concurrent Programming,True,"['engineered', 'software', 'femphasizes', 'systems', 'characteristics', 'well', 'of', 'the']"
493,SC,115,Software Methodology,True,"['software', 'students', 'application', 'document', 'teams', 'system', 'domain', 'construct', 'specialized', 'complete']"
494,SC,116,Software Design Project,True,"['security', 'network', 'including', 'selected', 'in', 'to']"
495,SC,122,Computer Security,True,"['synchronization', 'distributed', 'replication', 'computing', 'communication', 'consistency', 'naming', 'fault', 'security', 'tolerance']"
496,SC,128,"Distributed Systems: File Sharing, Online Gaming, and More",True,"['storage', 'magnetic', 'disk', 'software', 'technologies', 'systems', 'technology', 'file', 'system', 'media']"
497,SC,129,Data Storage Systems,True,"['turing', 'languages', 'grammars', 'automata', 'representations', 'parsing', 'thesis', 'machines', 'fvarious', 'lemmas']"
498,SC,130,Computational Models,True,"['computability', 'computational', 'complexity', 'hierarchy', 'machines', 'completeness', 'unsolvability', 'chomsky', 'grammars', 'recursive']"
499,SC,132,Computability and Computational Complexity,True,"['wdisciplinary', 'communication', 'dc', '132', 'be', 'to', 'with', 'taken']"
500,SC,132W,Computability and Computational Complexity ,True,"['wintroduction', 'computational', 'learning', 'perception', 'artificial', 'intelligence', 'optimization', 'search', 'inference', 'machine']"
501,SC,140,Artificial Intelligence,True,"['fintroduction', 'algorithms', 'learning', 'machine', 'applications', 'to', 'and', 'their']"
502,SC,142,Machine Learning and Data Mining,True,"['ai', 'games', 'wcourse', 'intelligence', 'artificial', 'comprehensive', 'use', 'in', 'of', 'provides']"
503,SC,146,Game AI,True,"['storytelling', 'fiction', 'interactive', 'games', 'drama', 'generation', 'technologies', 'story', 'intelligence', 'based']"
504,SC,148,Interactive Storytelling,True,"['rendering', 'imagery', 'fintroduces', 'modeling', 'transformation', 'generated', 'for', 'of', 'and']"
505,SC,160,Introduction to Computer Graphics,True,"['fcomplements', 'software', 'graphics', 'graphical', 'development', '160', 'libraries', 'competence', 'interfaces', 'of']"
506,SC,160L,Introduction to Computer Graphics Laboratory ,True,"['visualization', 'data', 'technical', 'information', 'wconcepts', 'analysis', 'communication', 'scientific', 'effective', 'and']"
507,SC,161,Introduction to Data Visualization,True,"['wcomplements', '161']"
508,SC,161L,Data Visualization Laboratory ,True,"['rendering', 'modeling', 'scenes', 'scovers', 'dynamic', 'foundations', 'static', 'mathematical', 'include', 'for']"
509,SC,162,Advanced Computer Graphics and Animation,True,"['scomplements', '162']"
510,SC,162L,Advanced Computer Graphics and Animation Laboratory ,True,"['games', 'graphic', 'scovers', 'elements', 'in', 'the']"
511,SC,164,Game Engines,True,"['engines', 'designing', 'sprovides', 'experience', 'building', 'game', 'using', 'and', 'on', 'hands']"
512,SC,164L,Game Engines Lab ,True,"['fintroduces', 'game', 'theory', 'biology', 'social', 'modern', 'applications', 'science', 'engineering', 'including']"
513,SC,166A,Game Theory and Applications I,True,"['wexplores', 'game', 'biology', 'social', 'theory', 'frontiers', 'science', 'engineering', 'research', 'applications']"
514,SC,166B,Game Theory and Applications II,True,"['capstone', 'ffirst', 'program', 'sequence', 'game', 'three', 'of', 'for', 'the']"
515,SC,170,Game Design Studio I,True,"['capstone', 'program', 'wsecond', 'game', 'sequence', 'three', 'of', 'for', 'the']"
516,SC,171,Game Design Studio II,True,"['capstone', 'program', 'sthird', 'game', 'sequence', 'three', 'of', 'for', 'the']"
517,SC,172,Game Design Studio III,True,"['database', 'wintroduction', 'methodology', 'approaches', 'to', 'and', 'of', 'the']"
518,SC,180,Database Systems I,True,"['wdisciplinary', 'communication', 'dc', '180', 'be', 'to', 'with', 'taken']"
519,SC,180W,Database Systems ,True,"['database', 'implementation', 'architecture', 'systems', 'and', 'to', 'of', 'the']"
520,SC,181,Database Systems II,True,"['database', 'methodology', 'fconcepts', 'approaches', 'of', 'and']"
521,SC,182,Introduction to Database Management Systems,True,"['hypermedia', 'web', 'applications', 'fan', 'systems', 'large', 'construction', 'scale', 'of', 'and']"
522,SC,183,Hypermedia and the Web,True,"['technology', 'industry', 'researchers', 'presentations', 'experts', 'practitioners', 'talks', 'exposure', 'video', 'broad']"
523,SC,191,Computer Science and Technology Seminar ,True,"['tutoring', 'students', 'supervision', 'lab', 'lead', 'section', 'discussion', 'regularly', 'under', 'hold']"
524,SC,192,Supervised Student Teaching/Tutoring,True,"['tutoring', 'students', 'supervision', 'lab', 'lead', 'section', 'discussion', 'regularly', 'under', 'hold']"
525,SC,192F,Supervised Student Teaching/Tutoring ,True,"['academic', 'campus', 'objectives', 'science', 'using', 'member', 'provides', 'individual', 'specific', 'under']"
526,SC,193,Field Study,True,"['academic', 'objectives', 'sponsor', 'science', 'site', 'individual', 'field', 'provides', 'member', 'for']"
527,SC,193F,Field Study ,True,"['students', 'independent', 'program', 'group', 'arranged', 'member', 'between', 'of', 'and']"
528,SC,194,Group Tutorial,True,"['students', 'independent', 'program', 'group', 'arranged', 'member', 'between', 'of', 'and']"
